0,0,0,0,0,2,2
10,0,0.0,0.0,7,7,7
20,-33.33333333333333,-25.0,-33.33333333333333,7,7,7
30,33.33333333333333,4.999999999999999,0.0,7,7,1
40,-33.33333333333333,-17.5,4.761904761904762,7,7,7
50,0.0,-12.5,-42.85714285714286,7,0,7
60,-22.222222222222225,-25.0,-28.57142857142857,6,7,7
70,15.555555555555555,21.153846153846157,14.28571428571429,7,7,7
80,0.0,-3.296703296703296,-1.7857142857142905,7,7,7
90,-46.666666666666664,-35.164835164835175,-12.5,7,7,7
100,-6.666666666666665,6.593406593406604,0.0,7,7,7
110,-6.666666666666665,19.047619047619047,30.000000000000004,7,7,7
120,12.5,-11.111111111111116,-11.818181818181827,7,7,7
130,4.1666666666666625,-0.48309178743961567,17.532467532467532,7,7,7
140,4.385964912280704,2.260869565217394,-15.714285714285714,3,7,4
150,-1.0526315789473717,-7.9999999999999964,-2.35294117647058,7,7,1
160,2.7272727272727337,-1.7142857142857126,0.0,3,7,7
170,-4.545454545454552,-0.49261083743842304,-17.647058823529417,7,7,7
180,-13.41991341991341,-6.650246305418728,5.882352941176472,3,7,7
190,-0.21645021645022577,2.857142857142858,0.0,1,7,7
200,24.02597402597403,8.18181818181818,-0.32679738562091387,3,7,7
210,-7.738095238095233,-1.9656019656019597,13.492063492063489,7,7,7
220,0.0,-7.88288288288288,-0.8658008658008698,7,7,7
230,-5.448717948717952,-2.9279279279279313,-13.636363636363635,7,7,7
240,-4.273504273504269,-0.2772002772002735,-0.19762845849802257,7,7,7
250,-3.9682539682539764,8.508158508158504,3.652173913043477,7,7,7
260,-0.6912442396313279,-4.747474747474745,3.538461538461546,7,7,7
270,3.2258064516129004,-6.666666666666665,-4.641909814323608,7,7,7
280,-3.616813294232657,-0.04830917874396601,9.23248053392658,7,7,7
290,-0.17825311942958333,3.948535936113573,-4.007820136852391,7,7,7
300,-3.025210084033614,1.7206882753101338,-6.23885918003565,5,7,5
310,5.714285714285716,-0.2959674435812132,18.36007130124777,7,7,7
320,2.239382239382237,2.9791459781529306,-1.3852813852813894,7,7,7
330,4.5738045738045745,3.0330062444246186,-11.09243697478991,7,7,7
340,-5.384615384615388,5.0847457627118615,-6.050420168067228,7,7,7
350,-2.500000000000002,-3.644067796610162,10.5019305019305,7,7,7
360,15.000000000000002,0.7894736842105288,-8.52390852390853,6,7,7
370,4.527027027027031,-3.0910609857978333,6.261180679785339,6,7,7
380,-4.527027027027031,9.219395520765383,-4.651162790697672,1,7,0
390,21.61764705882353,2.406516105146239,-0.7916872835230127,1,7,1
400,-21.895424836601308,-7.868628121792676,-1.8439716312056764,7,7,1
410,-16.33986928104575,-11.12236286919831,-2.3188405797101463,1,7,1
420,-0.1680672268907557,-2.630630630630637,3.985507246376818,1,7,1
430,0.1680672268907557,1.4068863383931984,5.952380952380953,1,7,1
440,7.27554179566563,2.469358327325155,-10.030395136778125,1,7,1
450,0.0,1.1133603238866363,-0.08865248226950229,1,1,1
460,-7.752489331436696,7.892107892107902,7.154088050314467,1,7,7
470,-0.5273566249175965,-2.004168670835338,1.6422082459818355,7,1,1
480,8.758314855875826,4.938271604938271,5.681104833647199,7,7,1
490,-0.5928853754940677,-10.084783578759481,-5.529313698249505,7,7,1
500,-6.521739130434789,-3.727852586817859,-5.178246161852718,7,7,1
510,-2.3550724637681153,2.1122994652406413,-0.24420024420025443,7,7,1
520,1.8333333333333424,-5.681818181818188,-4.61538461538461,1,1,1
530,9.686274509803916,10.099591419816145,4.065934065934062,1,7,1
540,-9.686274509803916,-3.5436473638720933,3.6679536679536717,7,7,7
550,-4.0000000000000036,2.0903010033444858,1.5179563124768647,7,7,7
560,0.0,-7.483758120939532,-2.8693076638282133,7,7,7
570,1.8461538461538418,3.1359320339830132,-6.756756756756765,7,7,7
580,3.5612535612535634,-2.1739130434782594,0.0,7,7,7
590,1.5211640211640232,-0.06938020351526797,3.8762446657183536,7,7,7
600,-0.15664160401002158,1.019036954087349,-5.227596017069702,7,7,7
610,-5.263157894736848,-3.157894736842104,0.0,1,3,1
620,3.157894736842104,6.239035087719291,12.347278785634952,7,7,1
630,2.857142857142858,-4.133771929824559,-2.5875190258751846,1,7,1
640,-1.831501831501836,8.544232922732364,5.790297339593109,1,7,1
650,-3.1468531468531458,3.449387491940681,-11.421956395909705,1,7,1
660,7.57575757575758,-2.906617192331473,1.2773047019622341,1,0,1
670,9.937611408199643,2.0408163265306145,-4.090090090090093,1,1,1
680,-10.464620630861043,-2.5210084033613467,6.083333333333341,1,7,1
690,-4.347826086956519,-1.1877828054298711,-1.3425925925925952,1,7,1
700,19.142512077294683,1.8040293040293087,-2.529358626919598,1,7,1
710,-8.821321321321317,-1.3717780690257753,1.0743321718931442,1,7,1
720,-5.23880044427989,-4.6455379482902455,-3.5994397759103625,1,7,1
730,-6.849315068493156,0.11784511784511675,6.842461122379984,1,4,1
740,-0.07404664938911454,1.929733471789552,-2.3772204806687514,1,7,1
750,-2.6656793780081456,-0.22939677145284998,-2.272727272727282,1,7,1
760,-1.3883746760459115,-4.47811447811447,-3.396029258098221,1,7,1
770,2.596017069701284,0.7605820105820005,4.532392894461856,1,7,1
780,3.4600389863547742,4.156403940886699,1.1363636363636465,1,7,1
790,-1.3098464317976455,-3.4924845269672766,-0.0766087844739527,1,7,1
800,-3.658536585365857,-2.62820512820513,-5.61797752808989,1,3,1
810,-1.2195121951219523,2.4586776859504056,2.324680356450981,1,7,1
820,-1.2195121951219523,-0.8603170302126983,1.0971786833855801,1,7,1
830,3.529411764705881,-2.445468093754244,-3.396029258098221,1,2,1
840,9.953734302709849,15.99416626154595,13.665389527458494,1,1,1
850,-6.961406936980952,-7.890961262553809,-5.403050108932462,4,1,7
860,-0.07012622720896644,-5.623866156016932,-2.352941176470591,1,1,1
870,0.0,-0.8535428803685075,1.9299405155320581,1,1,1
