step,vehicleID,TimeLoss,AccumulatedWaitingTime
10,0,3.0672844560137005,0.0
10,10,2.644886816297668,0.0
10,11,2.1264243475771667,0.0
10,15,0.8990399526663848,0.0
10,16,0.0,0.0
10,4,3.1183027674264756,0.0
20,0,7.754447109225209,2.0
20,10,3.5181044159433386,0.0
20,11,3.4298168439337227,0.0
20,15,3.9626755079525204,0.0
20,16,2.5662974622179813,0.0
20,17,4.131602287933833,0.0
20,19,2.531429723272123,0.0
20,20,3.1737691942547204,0.0
20,23,2.4594014483215663,0.0
20,24,3.1546800013287184,0.0
20,26,2.771038099191589,0.0
20,27,2.039223509721649,0.0
20,32,0.0,0.0
20,4,3.735547220511231,0.0
30,0,10.87309742408319,2.0
30,10,11.153168540583419,4.0
30,11,11.011015884444106,4.0
30,15,8.401577720487142,2.0
30,16,3.357778472650575,0.0
30,17,4.586772109656173,0.0
30,19,4.473005892199289,0.0
30,20,4.376806578425451,0.0
30,23,3.0812261471846725,0.0
30,24,3.8211213332523375,0.0
30,26,3.906152171117419,0.0
30,27,3.2590408733174328,0.0
30,32,3.6217226834756393,0.0
30,33,2.948073641157852,0.0
30,37,2.731312301466928,0.0
30,38,2.607558804946436,0.0
30,4,4.249574221004216,0.0
30,44,2.22454826410707,0.0
30,46,1.6347427121422435,0.0
30,47,0.8414943184780979,0.0
40,0,13.928213868677263,2.0
40,10,14.970433707055717,4.0
40,11,21.011004656835645,14.0
40,15,11.846234665636802,2.0
40,16,4.137786478127478,0.0
40,17,5.064538281781779,0.0
40,19,6.369269317859883,0.0
40,20,6.717704035540965,0.0
40,23,10.851804926664883,5.0
40,24,13.09893686546701,8.0
40,26,11.352149016815002,6.0
40,27,11.119144526734,6.0
40,32,9.312175654074101,2.0
40,33,3.4310289591935397,0.0
40,37,4.223099374069262,0.0
40,4,4.724195451866763,0.0
40,44,3.4796759971071936,0.0
40,46,3.364233858859345,0.0
40,47,3.2941871209253564,0.0
40,50,3.054901412528843,0.0
40,52,2.874378824493398,0.0
40,58,2.9291427424139536,0.0
40,59,2.2407943745722605,0.0
40,60,2.416259400975709,0.0
40,61,0.8363730493311767,0.0
40,63,1.6528842032806716,0.0
40,64,0.8300144646244658,0.0
50,0,16.75203533709299,2.0
50,10,15.415663166440899,4.0
50,11,31.011004656835645,24.0
50,15,12.26229345599243,2.0
50,19,6.892918407377736,0.0
50,20,6.945301527686951,0.0
50,23,13.271407938071484,5.0
50,24,16.067763457611708,8.0
50,26,21.352149016815,16.0
50,27,15.478609452780415,7.0
50,32,13.251349660510124,2.0
50,33,3.9462387997127832,0.0
50,37,9.596576460077808,0.0
50,4,5.129975551740599,0.0
50,44,9.211514064608862,2.0
50,46,8.136085067136355,2.0
50,47,3.5448861591570475,0.0
50,50,5.251805264374957,0.0
50,52,5.17186879150149,0.0
50,58,3.6010077522572774,0.0
50,59,2.693382725081028,0.0
50,60,3.234027909485445,0.0
50,61,3.2003026483931145,0.0
50,63,3.218916408978562,0.0
50,64,2.778806866621128,0.0
50,66,3.3065990145892177,0.0
50,68,2.738999188177063,0.0
50,72,3.876924490882802,0.0
60,0,20.34239043110793,2.0
60,10,15.888085787859866,4.0
60,100,0.0,0.0
60,11,34.17090012042861,24.0
60,15,12.738849307725589,2.0
60,20,7.4537286717936375,0.0
60,23,13.718054188097575,5.0
60,24,19.589808807444403,8.0
60,26,23.957855626599994,16.0
60,27,16.70149638003001,7.0
60,32,16.49384047769191,2.0
60,37,10.233654341053485,0.0
60,44,12.144060846322997,2.0
60,46,18.134921780423973,12.0
60,50,7.655451096891951,0.0
60,52,15.15057502276665,9.0
